Image-JZ4,Text-99R,Text-D72,Text-PLR,Text-BJJ,Text-2ZV
https://storage.googleapis.com/images.pricecharting.com/edi66k3j3htnzmqn/120.jpg,,Pikachu | Base Set | #58 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/138e26a3cadfe894ab2bb7539c71e91402ef5e07761c3788c64e13dfce94b60e/120.jpg,,Lucario VMAX | Chilling Reign | #085 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/o3ee7ljgd6tpucgn/120.jpg,,Lucario | Stormfront | #19 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/wj6xawywsglf2rg4/120.jpg,,Lucario ex | Temporal Forces | #082 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/d9159bc9b88ff82fdf1115eca82905f7c6092af20b21292b6787c22bc7d0a282/120.jpg,,Lucario V | Astral Radiance | #078 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/24r2uwboeoy2uexv/120.jpg,,Greninja | BREAKthrough | #41 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/5z7erggdifflpbvd/120.jpg,,Greninja ex | Twilight Masquerade | #106 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/24r2uwboeoy2uexv/120.jpg,,Greninja Gold Star | BREAKpoint | #144 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/b0946df58642866426d70b2ebf104a6e55b63dc54dc5885bf5a3ce57e8b5da51/120.jpg,,Greninja V | Chilling Reign | #073 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/24r2uwboeoy2uexv/120.jpg,,Greninja ex | Temporal Forces | #041 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/973943b91b20f796426876122fe85d856440f58ff4b11e2f6c4dff8590ac801a/120.jpg,,Greninja | Fates Collide | #40 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/138e26a3cadfe894ab2bb7539c71e91402ef5e07761c3788c64e13dfce94b60e/120.jpg,,Greninja VMAX | Chilling Reign | #074 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/a6a30d22017f1e383e9ba2fbd6682fd0b480a56955570341116d41b2b3f9f3f0/120.jpg,,Greninja | XY | #41 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9839b9490ddf4607f4cf2e299b406dd86b2c9cfd81243bc496ccbee29b6c1eed/120.jpg,,Greninja ex | Shrouded Fable | #041 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/sdzvm4nut2thqbzn/120.jpg,,Greninja | Forbidden Light | #72 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/92652aec534623e883c3c61d35f84ff9bf8c0716092243f51dd996e20e169256/120.jpg,,Sylveon | Furious Fists | #72 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/tgwpwhwetspxix6q/120.jpg,,Sylveon VMAX | Evolving Skies | #212 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/4ezajguq4zdzrruc/120.jpg,,Sylveon ex | Prismatic Evolutions | #156 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9bb4786a29398257b306030f9ac33390939f122e12b0874e805dcd05d7b7cc5b/120.jpg,,Sylveon V | Evolving Skies | #093 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/4ezajguq4zdzrruc/120.jpg,,Sylveon | Evolutions | #72 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/4ezajguq4zdzrruc/120.jpg,,Sylveon V | Prismatic Evolutions | #040 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/4ezajguq4zdzrruc/120.jpg,,Sylveon ex | Celebrations | #093 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/f984a334b9a85b58005b282e02881032f0e4865b2560f27b524a0c26949bdb96/120.jpg,,Sylveon | Fusion Strike | #184 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/4ezajguq4zdzrruc/120.jpg,,Sylveon VMAX | Prismatic Evolutions | TG15 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/1b08ba4dd3b5e0bfd447f724c145c11543ee0d6be443b70d1c20b036d540bd43/120.jpg,,Sylveon | Brilliant Stars | TG14 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/91ea19afca122150578d743d5d6c279815860b742e51d1343a2ab0aedf1f1586/120.jpg,,Espeon | Neo Discovery | #1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/u7wu4sxxqk7jhqac/120.jpg,,Espeon VMAX | Evolving Skies | #214 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/2ed0a8e8f070e2c9860e57a9d52d0f9627aa59aef90670f9b8b8f856a2231f30/120.jpg,,Espeon Gold Star | POP Series 5 | #16 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9bb4786a29398257b306030f9ac33390939f122e12b0874e805dcd05d7b7cc5b/120.jpg,,Espeon V | Evolving Skies | #081 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/i75h7boqafwuy5tk/120.jpg,,Espeon ex | Prismatic Evolutions | #117 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/2vlqindu7c3ewpuq/120.jpg,,Espeon | Skyridge | #H9 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/hea34yuopqm73hrw/120.jpg,,Espeon V | Prismatic Evolutions | #054 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/59b77dcf667d5ff90df3b9c7996f47c3dc941f87482d61f9adab8dd5436483b8/120.jpg,,Espeon | Celebrations | #023 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/59b77dcf667d5ff90df3b9c7996f47c3dc941f87482d61f9adab8dd5436483b8/120.jpg,,Espeon ex | Celebrations Classic | #1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/a30fe7ef690c7b1820f764fee206c0ec6093fb6f0206e5d57e974ee0ac330df5/120.jpg,,Espeon | Fusion Strike | #183 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/913e19ba45c624af42a2b9d5700146652211e0ab6fdc9e99f0ee0660d781524c/120.jpg,,Tyranitar | Neo Discovery | #12 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/d893ab88bc3f32523ef77cfb3f9c1e1c1a57b48e15fec1c2cc69205f8b05e1df/120.jpg,,Tyranitar ex | Team Up | #91 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/bf016cb852f76eb1ac56b56f5b108abea2ce18a270d43928f491206e3a5e7152/120.jpg,,Tyranitar V | Battle Styles | #096 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/bf016cb852f76eb1ac56b56f5b108abea2ce18a270d43928f491206e3a5e7152/120.jpg,,Tyranitar | Skyridge | #H29 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/bf016cb852f76eb1ac56b56f5b108abea2ce18a270d43928f491206e3a5e7152/120.jpg,,Tyranitar VMAX | Battle Styles | #097 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/f1c41cee9aeb17ab2139aeadc2f95bf80c74c82cf042d39d18cc191dba4e9a5d/120.jpg,,Tyranitar ex | Obsidian Flames | #222 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/jmn2nixmvfoo64yy/120.jpg,,Tyranitar | Legendary Collection | #62 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/555ff183443b03b8dcb9abadab6bc9393d59591944bacf40dea403cb582a3058/120.jpg,,Tyranitar ex | EX Unseen Forces | #109 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/e622ba2e940cc994306094e71915abe8dbe53a5ae6371eb2f2e969e2ba1b6e29/120.jpg,,Tyranitar V | Lost Origin | #092 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/59b77dcf667d5ff90df3b9c7996f47c3dc941f87482d61f9adab8dd5436483b8/120.jpg,,Tyranitar | Celebrations | #019 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/7d8d5ae3dee91d23c5130c69e9dfd8e2135ba5fc099bf7a1972789321d54fe3a/120.jpg,,Ho-Oh | Neo Revelation | #7 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9094620271ae4d105e96acdd27a71efad9fc7b7e23141e2dec92a53fef9cbdf9/120.jpg,,Ho-Oh ex | EX Unseen Forces | #104 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/qpo3i3mlmiezitvq/120.jpg,,Ho-Oh V | Silver Tempest | #126 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/qa24zph4ud2igr2l/120.jpg,,Ho-Oh | Skyridge | #H27 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/0c9726db5ace88bad521655616510403eca20755f51eaa0d23e2e96674fda662/120.jpg,,Ho-Oh VSTAR | Silver Tempest | #140 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/qa24zph4ud2igr2l/120.jpg,,Ho-Oh ex | Celebrations | #018 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/e03df08c5ff22d40ea63ded8d94cfa1129e22780534afd7ac0a2b0e187c5f933/120.jpg,,Ho-Oh | Celebrations Classic | #018 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/e622ba2e940cc994306094e71915abe8dbe53a5ae6371eb2f2e969e2ba1b6e29/120.jpg,,Ho-Oh V | Lost Origin | TG21 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/qa24zph4ud2igr2l/120.jpg,,Ho-Oh ex | Stellar Crown | #129 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/43dc9b20d5d716e77c0ed68a9047ef71eadd22ea14c3af5a00b7cc39a43d0434/120.jpg,,Ho-Oh | Neo Destiny | #7 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/f963f4e69bccfaa04e596f73464881c51bbd6a485fe56357be45a0a09a8da901/120.jpg,,Arcanine | Base Set | #23 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/2kythgdti5jeovza/120.jpg,,Arcanine ex | FireRed & LeafGreen | #15 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/60c6c074751684995f1fda533ee6da75f3ad4c033563e546bfb9ca0afa852363/120.jpg,,Arcanine | Skyridge | #H2 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/biyau2qnroq2esqp/120.jpg,,Arcanine V | Brilliant Stars | #018 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/ppneljsce2iqptbh/120.jpg,,Arcanine ex | Scarlet & Violet | #224 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9be164b3182eb1c9250528f2797fc2235289b30a61ee1158840f0634bc1dd7b9/120.jpg,,Arcanine | Legendary Collection | #36 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/56902fd3eaba9dc027e9265a6465083c9e018a13b22e750d35b6d05bc508d1ae/120.jpg,,Arcanine V | Pokemon 151 | #018 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/56902fd3eaba9dc027e9265a6465083c9e018a13b22e750d35b6d05bc508d1ae/120.jpg,,Arcanine | Expedition | #H2 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/wj6xawywsglf2rg4/120.jpg,,Arcanine ex | Temporal Forces | #032 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/lwcfzwq2ccg7ccjd/120.jpg,,Arcanine | Team Rocket | #1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/c377255c9193086af0d715d279d4fda50021ddd332977ac5974dd5bd004e695c/120.jpg,,Alakazam | Base Set | #1 | PSA 10,,,in the last 30 days
,,Alakazam ex | FireRed & LeafGreen | #99 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/0a3b90cc5a6c3be5fe9091d6ea1cd572ebd5765af32dee917d12b19d26d3e2f6/120.jpg,,Alakazam V | Champions Path | TG05 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/81fa8dbd87132da5cc9536fcbad2c0c28ade84681bea394434924f72e3863cfa/120.jpg,,Alakazam | Legendary Collection | #1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/fsbqea5aod5mejp5/120.jpg,,Alakazam ex | Expedition | #125 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/269104d702767fc78a726ddb44da87cdc927fcd83164b137a0b2c1c0ebeaacd5/120.jpg,,Alakazam V | 151 | #058 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/0485af71cfded2abd18324c8869726778efe507d4a8ab70e413f609095254b4d/120.jpg,,Alakazam | Skyridge | #H1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/a333c0781506df839543c0cea1a41e3e08c46594435487390caf41c7888c3751/120.jpg,,Alakazam ex | Legend Maker | #99 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/ca2f59b3af4069288ece7f7ce8aeb0a94d5a6744652e013dc5c02e72fced9628/120.jpg,,Alakazam VMAX | Champions Path | TG06 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/03b749821535f2cbbab9bf46872d0d311b7c3f07b5efd57b2f9feabd530cd119/120.jpg,,Alakazam | Team Rocket | #1 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/91aa3156232af474ab31532da48755643508b4ba4039ddb1989a3f933b70e118/120.jpg,,Machamp | Base Set | #8 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/m4mtcgtkhhwprib2/120.jpg,,Machamp ex | FireRed & LeafGreen | #102 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/bd6d3d2014b5b7567419687df35b88162cacec93986fb2a6c7c5e1f83ef3e018/120.jpg,,Machamp VMAX | Champions Path | TG03 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/jmn2nixmvfoo64yy/120.jpg,,Machamp | Legendary Collection | #9 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/fymgvzekjzthz7sn/120.jpg,,Machamp ex | Expedition | #151 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/bfe93bd772ec1f04a2de6c1b6ce7799363f63d0865d83e012bf3f7edfe5a01fb/120.jpg,,Machamp V | Champions Path | TG02 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/91aa3156232af474ab31532da48755643508b4ba4039ddb1989a3f933b70e118/120.jpg,,Machamp | Skyridge | #H2 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/m4mtcgtkhhwprib2/120.jpg,,Machamp ex | EX Power Keepers | #102 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/91aa3156232af474ab31532da48755643508b4ba4039ddb1989a3f933b70e118/120.jpg,,Machamp VMAX | 151 | #073 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/91aa3156232af474ab31532da48755643508b4ba4039ddb1989a3f933b70e118/120.jpg,,Machamp | Team Rocket | #8 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/8f5089e3fdf8cbc1847df3bbc8d1a3ba1a3ac227a21c149e97cd0f642e252f34/120.jpg,,Celebi | Neo Genesis | #3 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/ae08219031533a72973c630f59290019daf4df2fc407c65f62abd9b03a1a694a/120.jpg,,Celebi ex | EX Hidden Legends | #91 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/9e5605e729776397ef1cdb746aff29442bfdc7fcd196c71b2f34a0916e1e5054/120.jpg,,Celebi V | Chilling Reign | #007 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/27c0fec09400972f752e54c2f925b0138cf351d714991098d0814c61fb6850ee/120.jpg,,Celebi | Skyridge | #H13 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/740e8a1469d6109cd9c0cdd034309f193623c5360f0ddb9b3cba52d6d3aec959/120.jpg,,Celebi VMAX | Chilling Reign | #008 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/59b77dcf667d5ff90df3b9c7996f47c3dc941f87482d61f9adab8dd5436483b8/120.jpg,,Celebi | Celebrations | #003 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/e03df08c5ff22d40ea63ded8d94cfa1129e22780534afd7ac0a2b0e187c5f933/120.jpg,,Celebi ex | Celebrations Classic | #3 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/27c0fec09400972f752e54c2f925b0138cf351d714991098d0814c61fb6850ee/120.jpg,,Celebi V | Fusion Strike | #245 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/he6cmgeivakceyt4/120.jpg,,Celebi | Ancient Mew Promo | #3 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/ebc6b454bc66744eccac0c961bd67590acfb5b43eb7782b8fe84e6df17c50f66/120.jpg,,Celebi ex | Unseen Forces | #17 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/d87413577a14c012619d8121ad2281f76dad4bd3af17339ac5be463d1a24304b/120.jpg,,Darkrai | Great Encounters | #4 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/a333c0781506df839543c0cea1a41e3e08c46594435487390caf41c7888c3751/120.jpg,,Darkrai ex | Legend Maker | #101 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/afe3789d98af96480611b633095e4b07903c4e54caabac760217535a0420df80/120.jpg,,Darkrai VSTAR | Brilliant Stars | GG50 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/5311cd4112f598235180016fa77f16d97535b114df0e8e99a9f8a1e4242ca967/120.jpg,,Darkrai | Skyridge | #H2 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/biyau2qnroq2esqp/120.jpg,,Darkrai V | Brilliant Stars | TG18 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/dlsls7pkm4ge2hp2/120.jpg,,Darkrai ex | Rising Rivals | DP39 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/138e26a3cadfe894ab2bb7539c71e91402ef5e07761c3788c64e13dfce94b60e/120.jpg,,Darkrai VMAX | Chilling Reign | #094 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/6717ba7acdd4c47fdd8d9e0d7d7d1fcf50a77dbd973cd5b1829f450162ab9160/120.jpg,,Darkrai | Legends Awakened | #2 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/7mffbo2y4e72lxvk/120.jpg,,Darkrai ex | BREAKthrough | #118 | PSA 10,,,in the last 30 days
https://storage.googleapis.com/images.pricecharting.com/e622ba2e940cc994306094e71915abe8dbe53a5ae6371eb2f2e969e2ba1b6e29/120.jpg,,Darkrai V | Lost Origin | TG03 | PSA 10,,,in the last 30 days
